GivenName,Surname,City,StateFull,CountryFull,EmailAddress,Username,TelephoneNumber,Birthday,Occupation,Company
David,Lebrun,Burnaby,"British Columbia",Canada,DavidKLebrun@teleworm.us,Lescistoop,778-866-4213,12/19/1971,"Power transformer repairer",LoRay
Migdalia,Hayes,Domremy,Saskatchewan,Canada,MigdaliaLHayes@cuvox.de,Pinkin,306-423-0029,3/25/1951,"Floor sander","Showbiz Pizza Place"
Ryan,Owens,Montreal,Quebec,Canada,RyanROwens@armyspy.com,Diffeacten52,514-293-9717,8/13/1952,"Placement specialist","Weenie Beenie"
Natalie,Korth,London,Ontario,Canada,NatalieJKorth@teleworm.us,Fornoth,519-661-0442,9/1/1955,"Otorhinolaryngology nurse","Vitamax Health Food Center"
Leslie,Wells,"St Catharines",Ontario,Canada,LeslieSWells@einrot.com,Yousbantor,905-246-8178,8/23/1970,"Decontamination technician","Gamma Gas"
Bobby,Price,Goulais,Ontario,Canada,BobbyLPrice@rhyta.com,Comforse39,705-649-9590,10/21/1939,"Credit investigator","National Record Mart"
Jeffrey,Holloman,Victoriaville,Quebec,Canada,JeffreyRHolloman@armyspy.com,Unliand,819-460-3786,11/24/1994,"Ornamental ironworker","Mikro Designs"
Guy,Pullen,"Rae Lakes","Northwest Territories",Canada,GuyBPullen@gustr.com,Counwent,867-997-4413,10/26/2003,"Commercial loan officer","Disc Jockey"
Pablo,Foreman,Cottam,Ontario,Canada,PabloSForeman@rhyta.com,Crovere,519-839-9345,11/4/1949,"Police officer","Standard Brands Paint Company"
Wanda,Grondin,Richmond,"British Columbia",Canada,WandaJGrondin@cuvox.de,Plabled73,604-207-9168,5/18/1973,Artist,Mervyn's
Don,Ward,Toronto,Ontario,Canada,DonDWard@cuvox.de,Prond1959,647-898-2999,10/25/1959,"Stationary engineer","Pantry Pride"
Benjamin,Seely,"Oak Ridges",Ontario,Canada,BenjaminASeely@armyspy.com,Prooped1937,905-506-5907,3/17/1937,"Environmental engineer","Buena Vista Garden Maintenance"
Jose,Comer,Toronto,Ontario,Canada,JoseLComer@dayrep.com,Regray84,416-461-0582,4/5/1984,"Outdoor power equipment mechanic","Alladin Realty"
Mary,Brehm,Vancouver,"British Columbia",Canada,MaryDBrehm@dayrep.com,Comitaxby,604-728-6056,5/7/1943,Dancer,"Yesterday's Records"
Antonio,Houser,Vernon,"British Columbia",Canada,AntonioEHouser@rhyta.com,Donsfult,250-543-4226,12/19/1961,"Independent agent","Spaceage Stereo"
Sadie,Martinez,Unionville,Ontario,Canada,SadieWMartinez@gustr.com,Extur1940,905-946-9498,8/14/1940,"Tractor driver","Liberty Wealth Planners"
James,Marshall,"Slave Lake",Alberta,Canada,JamesLMarshall@cuvox.de,Forintolue,780-805-1739,10/15/1944,"Veterinary technologist","Dream Home Improvements"
Amos,Cavins,Montreal,Quebec,Canada,AmosPCavins@jourrapide.com,Justruescan,514-847-0511,3/14/1976,"Train dispatcher","Odyssey Records & Tapes"
Dale,Williams,Durham,Ontario,Canada,DaleSWilliams@rhyta.com,Thistility,519-921-9844,4/18/2002,"Customs inspector","Body Fate"
Charles,Rappaport,Edmonton,Alberta,Canada,CharlesVRappaport@superrito.com,Lofter,780-434-7230,4/28/1943,"Harbor pilot",Erlebacher's
David,Rayes,"Kirkland Lake",Ontario,Canada,DavidNRayes@armyspy.com,Matich,705-568-6217,12/26/1989,"Graphic artist","Pro Star"
Andrew,Bruggeman,Sebright,Ontario,Canada,AndrewBBruggeman@einrot.com,Glinced,705-833-8248,10/18/1998,"Engineering manager","Big Daddy's Restaurants"
Dana,Reyes,Calgary,Alberta,Canada,DanaJReyes@fleckens.hu,Magaver,403-220-4543,3/21/2003,"Coil winder","Total Serve"
Karen,Penn,Winnipeg,Manitoba,Canada,KarenNPenn@armyspy.com,Ofteemontly1939,204-962-7185,10/1/1939,Radiologist,"Mr. Good Buys"
Joyce,Joe,Carievale,Saskatchewan,Canada,JoyceTJoe@teleworm.us,Aravitn,306-928-5464,11/14/1964,"Drilling and boring machine tool setter",Wellby
Gertrude,Sellers,Aldergrove,"British Columbia",Canada,GertrudeLSellers@cuvox.de,Liell1966,604-835-7843,4/28/1966,"Gaming machine repairer","Beaver Lumber"
Samuel,Samson,Regina,Saskatchewan,Canada,SamuelASamson@gustr.com,Teve1976,306-522-0124,8/6/1976,"Information clerk","Hit or Miss"
Larry,Cothern,Halifax,"Nova Scotia",Canada,LarryJCothern@teleworm.us,Forits,902-880-0516,7/16/1979,"Forming machine operator",Profitpros
Michael,Tackett,Markdale,Ontario,Canada,MichaelGTackett@cuvox.de,Veragiclumad,519-986-3067,4/8/1981,"Clerical specialist","Simply Appraisals"
Eunice,Sinclair,Toronto,Ontario,Canada,EuniceCSinclair@fleckens.hu,Sagell,416-869-7101,11/25/1969,"Business administrator","Dee's Drive-In"
Lashonda,Small,Brampton,Ontario,Canada,LashondaLSmall@rhyta.com,Alind1954,905-799-7435,4/12/1954,"Clinical laboratory technician","Kohl's Food Stores"
Kevin,Kennelly,Calgary,Alberta,Canada,KevinJKennelly@teleworm.us,Notheires,403-210-0378,2/16/2001,"Occupational social worker","Kragen Auto Parts"
Derek,Horn,Oakville,Ontario,Canada,DerekKHorn@jourrapide.com,Houcker,905-464-8143,1/2/1970,"Artificial inseminator","Super Duper"
Richard,Washington,Raymond,Alberta,Canada,RichardCWashington@superrito.com,Weeme1954,403-752-6109,8/12/1954,"Wholesale buyer",ManCharm
Pamela,Gillis,"New Westminster","British Columbia",Canada,PamelaMGillis@rhyta.com,Namen1956,604-512-5810,4/11/1956,"Mixing and blending machine tender","The Jolly Farmer"
Brandon,Williams,"Fort Erie",Ontario,Canada,BrandonSWilliams@superrito.com,Ently1945,905-994-9501,8/12/1945,Cutter,"WWW Realty"
Sara,Schmidt,Saskatoon,Saskatchewan,Canada,SaraWSchmidt@superrito.com,Joat1985,306-933-6189,2/7/1985,"Punch card operator","National Shirt Shop"
Sheri,Juarez,Ignace,Ontario,Canada,SheriDJuarez@jourrapide.com,Thims1963,807-934-1768,2/23/1963,"Process pipeline drafter","Waccamaw's Homeplace"
Kenneth,South,Ottawa,Ontario,Canada,KennethNSouth@cuvox.de,Siong1937,613-274-8634,10/22/1937,Carpenter,"Total Yard Management"
Lydia,Dyck,Huntingdon,"British Columbia",Canada,LydiaJDyck@teleworm.us,Anstre,604-615-0827,6/16/1950,"Agricultural product sorter","Asiatic Solutions"
Lauryn,Davis,Edmonton,Alberta,Canada,LaurynHDavis@fleckens.hu,Wilip1995,780-499-0376,3/2/1995,Dipper,"Olympic Sports"
Doreen,Arpin,Vancouver,"British Columbia",Canada,DoreenRArpin@superrito.com,Hativeneit,604-603-8452,11/28/1984,"Risk and insurance manager",Monit
Kenneth,Linton,"St Jerome",Quebec,Canada,KennethJLinton@jourrapide.com,Sompoo,450-436-9079,10/31/1993,"Telephone service representative","John Plain"
Harry,Ellis,Winnipeg,Manitoba,Canada,HarryIEllis@gustr.com,Chols1989,204-333-1844,6/6/1989,"Information and record clerk","Stop and Shop"
Michael,Nusbaum,"Pincher Creek",Alberta,Canada,MichaelRNusbaum@dayrep.com,Tilem1937,403-632-6139,5/27/1937,"Bookmobile driver",Warshal's
Charla,Harris,Vancouver,"British Columbia",Canada,CharlaAHarris@gustr.com,Fachaps,604-715-0056,11/25/1939,"Arc cutter","Mission Realty"
George,Elrod,Peterborough,Ontario,Canada,GeorgeJElrod@fleckens.hu,Keent1957,705-927-3346,11/21/1957,"Cardiac sonographer","Murray's Discount Auto Stores"
Jose,Ross,Edmonton,Alberta,Canada,JoseSRoss@superrito.com,Scaught,780-430-3749,5/22/1981,"Farm product inspector",CompuAdd
Bertha,Burress,Alliston,Ontario,Canada,BerthaSBurress@armyspy.com,Floore2003,705-435-1826,11/4/2003,"Manifold binding worker",Sistemos
Lilliam,Brown,Montreal,Quebec,Canada,LilliamLBrown@cuvox.de,Babodest,514-312-2574,5/17/1970,"Personnel officer","Franklin Simon"
Jason,Armijo,Oakville,Ontario,Canada,JasonEArmijo@armyspy.com,Goic1964,905-484-8301,7/17/1964,Paraeducator,"Oranges Records & Tapes"
Sandra,Patterson,Wetaskiwin,Alberta,Canada,SandraFPatterson@teleworm.us,Incerivers,780-312-6683,9/17/1953,Transcriber,Hechinger
Ashley,Ashworth,Toronto,Ontario,Canada,AshleyGAshworth@superrito.com,Theken,416-363-1075,6/25/1955,Director,"Custom Lawn Service"
Alvin,Stout,Kintore,Ontario,Canada,AlvinAStout@superrito.com,Meagetioname,519-283-7135,1/6/1969,"Administrative support manager","Gas Legion"
Branden,Carter,Winnipeg,Manitoba,Canada,BrandenACarter@dayrep.com,Dishis,204-294-6669,9/17/1990,"Conference planner",Hastings
Belinda,McDuffie,Kitchener,Ontario,Canada,BelindaWMcDuffie@fleckens.hu,Camery,519-884-9467,12/18/1961,"Marketing specialist",Tradewell
May,Brown,"Ajax Pickering",Ontario,Canada,MayGBrown@teleworm.us,Lovid1944,905-767-5880,12/11/1944,"Physical oceanographer",Dahlkemper's
Earl,Alex,Toronto,Ontario,Canada,EarlFAlex@jourrapide.com,Wifeephery,416-486-7388,6/26/1949,"Mobile heavy equipment mechanic","Alladin's Lamp"
Jason,Lesley,Toronto,Ontario,Canada,JasonELesley@gustr.com,Livendede,416-372-4553,3/29/1987,"Bus mechanic",Erol's
Jeffrey,Veasley,"New Westminster","British Columbia",Canada,JeffreyDVeasley@superrito.com,Salogned,778-386-3074,4/18/2003,"Postsecondary vocational-technical education teacher","Kinney Shoes"
Kristin,Abshire,Calgary,Alberta,Canada,KristinMAbshire@dayrep.com,Goodst1967,403-585-5500,1/12/1967,"Sales agent","Happy Family"
Darius,Samson,Ottawa,Ontario,Canada,DariusSSamson@gustr.com,Theind86,613-784-8152,4/7/1986,"Uniformed police officer","Joseph Magnin"
Edward,Plath,Calgary,Alberta,Canada,EdwardMPlath@dayrep.com,Woreuthe,403-301-3734,6/20/1983,"Otorhinolaryngology nurse","Rainbow Records"
James,Perez,Burnaby,"British Columbia",Canada,JamesBPerez@superrito.com,Fivinte1985,604-422-7117,10/7/1985,Broker,Netobill
Raul,Lawrence,Cranbrook,"British Columbia",Canada,RaulJLawrence@cuvox.de,Werter,250-421-9472,7/10/1958,"Career counselor","Food Mart"
Betty,Cruz,"St Charles",Ontario,Canada,BettyFCruz@cuvox.de,Stee1948,705-867-0271,2/2/1948,"Cardiovascular technician","King Carol"
Harold,Monette,Edmonton,Alberta,Canada,HaroldAMonette@einrot.com,Hooss1938,780-232-7476,9/1/1938,Dishwasher,Adaptaz
Mary,Overlock,Whistler,"British Columbia",Canada,MaryBOverlock@jourrapide.com,Somard,604-902-2921,8/31/1997,"Airframe mechanic","Security Sporting Goods"
Elvira,Ison,Hinton,Alberta,Canada,ElviraJIson@rhyta.com,Sagoonger1990,780-817-6393,2/14/1990,"Orthotics technician",McDade's
Rocco,Gannon,Sudbury,Ontario,Canada,RoccoIGannon@armyspy.com,Wizance,705-688-8668,10/25/1976,"Fork lift operator","Independent Wealth Management"
Hattie,Hull,Leamington,Ontario,Canada,HattieSHull@cuvox.de,Haddearge1992,519-329-0211,6/16/1992,"Dental laboratory technician","K&G Distributors"
Oscar,Smith,Longueuil,Quebec,Canada,OscarESmith@superrito.com,Ower1948,450-651-2218,12/11/1948,"University dean","Thrift Auto Parts"
Paul,Epstein,Vancouver,"British Columbia",Canada,PaulLEpstein@fleckens.hu,Othar1940,604-916-9401,7/7/1940,"Critical care nurse","Oranges Records & Tapes"
Joseph,Mayne,Thornhill,Ontario,Canada,JosephDMayne@armyspy.com,Muctlandly1999,905-882-4127,6/21/1999,"Copy marker","Schucks Auto Supply"
Antonia,Valdez,Montreal,Quebec,Canada,AntoniaJValdez@teleworm.us,Soll1968,514-756-9209,3/22/1968,"Medical equipment repairer","Quality Merchant Services"
Lea,Cunningham,"Bridge Lake","British Columbia",Canada,LeaKCunningham@cuvox.de,Imselity,250-593-0194,8/23/1988,"Plate finisher","Red Baron Electronics"
Phyllis,Hobbs,Kelowna,"British Columbia",Canada,PhyllisHHobbs@rhyta.com,Pladid,250-860-2222,10/12/1986,"Social work planner","Muscle Factory"
Ida,Martin,Toronto,Ontario,Canada,IdaRMartin@superrito.com,Asher1940,416-953-4137,6/25/1940,"Medical and health services manager","Rhodes Furniture"
Robert,Summers,Regina,Saskatchewan,Canada,RobertKSummers@einrot.com,Donguarm44,306-781-2534,8/9/1944,"Mail processor","Steve's Ice Cream"
Carrie,Schneider,Vernon,"British Columbia",Canada,CarrieASchneider@dayrep.com,Opent1952,250-275-7112,12/15/1952,"Heavy vehicle and mobile equipment service technician","Buckeye Furniture"
Ryan,Murphy,Peterborough,Ontario,Canada,RyanJMurphy@superrito.com,Criesuck,705-755-3087,11/7/1985,"Bus driver",Excella
Erwin,Flores,Ottawa,Ontario,Canada,ErwinGFlores@jourrapide.com,Howely,613-569-6842,11/2/1963,"Certified pest control applicator","Friendly Interior Design"
Andrew,Richard,London,Ontario,Canada,AndrewJRichard@rhyta.com,Suponall,519-675-0827,12/5/1997,"Radio and telecommunications equipment installer",Raleigh's
Roberto,Simms,Montreal,Quebec,Canada,RobertoTSimms@cuvox.de,Milise97,514-501-1919,11/7/1997,"FBI agent","Miller & Rhoads"
Shirley,Kennedy,"Acadia Valley",Alberta,Canada,ShirleyDKennedy@teleworm.us,Frous1998,403-972-3575,4/23/1998,"Library aide",FlowerTime
Edna,Kirby,Burlington,Ontario,Canada,EdnaHKirby@teleworm.us,Eader1949,905-632-3861,8/11/1949,"General clerk","Father & Son"
Ana,McMullen,Bancroft,Ontario,Canada,AnaRMcMullen@gustr.com,Weltand,613-442-7686,12/4/1966,"Telephone operator","Bonanza Produce Stores"
Jeff,Jaynes,Vancouver,"British Columbia",Canada,JeffDJaynes@einrot.com,Glelavold,778-888-1118,2/18/2003,"Structural engineer","J. B. Van Sciver"
Robert,Rogers,Edmonton,Alberta,Canada,RobertMRogers@cuvox.de,Fighbrich1970,780-999-7511,9/13/1970,Chauffeur,"L' Fish"
Deshawn,Branton,Resolute,Nunavut,Canada,DeshawnCBranton@superrito.com,Tyrize,867-252-9105,7/29/2003,"Medical laboratory technician","Unity Frankford Stores"
James,Slater,Eston,Saskatchewan,Canada,JamesESlater@cuvox.de,Beirl1960,306-962-1271,2/7/1960,Boatswain,"Soul Sounds Unlimited"
Carrol,Crawford,Edmonton,Alberta,Canada,CarrolJCrawford@cuvox.de,Grout1954,780-952-2975,8/28/1954,"Assistant cook","Realty Zone"
Timothy,Egan,Sudbury,Ontario,Canada,TimothyEEgan@gustr.com,Bervelp,705-522-9621,8/29/1963,"Water and liquid waste treatment plant and system operator","Lee Wards"
Lisa,Chapman,Peterborough,Ontario,Canada,LisaAChapman@gustr.com,Fortulds59,705-768-0085,1/10/1959,"Internal auditor","Dun Rite Lawn Maintenance"
Michael,Thomas,Calgary,Alberta,Canada,MichaelVThomas@armyspy.com,Twentry,403-212-7371,1/6/1964,"Database administrator","id Boutiques"
Ellen,Williams,Montreal,Quebec,Canada,EllenWWilliams@rhyta.com,Guill1959,514-995-7865,2/14/1959,"Sales engineer",GEX
Ruth,Davis,Montreal,Quebec,Canada,RuthEDavis@superrito.com,Uposteave,514-754-5619,4/8/1951,"Forging machine operator","Henry's Hamburgers"
Wilfredo,Puglisi,Vancouver,"British Columbia",Canada,WilfredoLPuglisi@gustr.com,Hety2000,604-677-7685,1/29/2000,"Appellate court judge","Official All Star Café"
Gail,Eells,Peterborough,Ontario,Canada,GailREells@einrot.com,Eastiond76,705-741-7142,3/17/1976,"Stationary engineer","World of Fun"
Randy,Penick,"Telegraph Creek","British Columbia",Canada,RandySPenick@cuvox.de,Lytterty,250-235-5958,11/17/1952,"Fire investigator","Gov Mart"
Millie,Kirk,Lucan,Ontario,Canada,MillieWKirk@teleworm.us,Thistoll,519-227-2648,12/2/1969,"Case management aide","Afforda Merchant Services"
Justin,Cooper,Inwood,Ontario,Canada,JustinLCooper@armyspy.com,Johns1992,519-844-0485,5/7/1992,"Ophthalmic nurse","Music Plus"
Terry,Fine,Surrey,"British Columbia",Canada,TerryCFine@cuvox.de,Therints,604-502-8580,12/20/1976,Scaler,"Ruehl No. 925"
Anthony,Eliason,Quebec,Quebec,Canada,AnthonyLEliason@rhyta.com,Whichisatur,418-262-6797,5/18/1980,"Gas compressor operator","Desert Garden Help"
Larry,Rodriguez,Ottawa,Ontario,Canada,LarryDRodriguez@gustr.com,Rearld1954,613-282-4687,10/18/1954,"Assistant cook","Integra Design"
Louis,Bernhardt,Massey,Ontario,Canada,LouisTBernhardt@cuvox.de,Fary1939,705-865-1595,4/18/1939,"Cafeteria cook","Dun Rite Lawn Care"
Vicky,Jenkins,Oakville,Ontario,Canada,VickyJJenkins@einrot.com,Haroven,905-257-1229,4/1/1996,"Sewage treatment plant operator","Ernst Home Centers"
Jeremy,Franklin,Ottawa,Ontario,Canada,JeremyTFranklin@teleworm.us,Frount,613-371-5667,10/31/1975,"Medical social worker","Miller & Rhoads"
James,Miller,Belleville,Ontario,Canada,JamesDMiller@superrito.com,Sexted,613-967-2464,3/3/1992,"Multiple machine tool tender",Netobill
Son,Murray,Oakville,Ontario,Canada,SonHMurray@einrot.com,Stat1958,905-464-4270,4/29/1958,"Curriculum specialist",Netcore
Donald,Rohrbach,Lethbridge,Alberta,Canada,DonaldERohrbach@jourrapide.com,Smight,403-894-4832,3/5/1968,"Broadcast field supervisor",Practi-Plan
Thelma,Schriver,"Chute Des Passes",Quebec,Canada,ThelmaGSchriver@jourrapide.com,Adve1960,418-377-8457,7/4/1960,"Procurement clerk",Planetbiz
David,Moore,Kitchener,Ontario,Canada,DavidBMoore@fleckens.hu,Blentoreaday,519-594-9158,2/1/1969,"Concrete finisher",Perisolution
Angela,Bucklin,"Toad River","British Columbia",Canada,AngelaEBucklin@armyspy.com,Histal,250-232-1986,7/27/1961,"Agricultural product grader","S&W Cafeteria"
Rowena,Cambell,Edmonton,Alberta,Canada,RowenaJCambell@dayrep.com,Tinglaceen,780-452-7970,12/3/1975,"Food and tobacco roasting, baking, and drying machine operator",Sandy's
John,Whitfield,Toronto,Ontario,Canada,JohnJWhitfield@gustr.com,Exinglity2003,416-567-2797,9/8/2003,Mason,"System Star"
Diane,Spicer,"New Westminster","British Columbia",Canada,DianeJSpicer@einrot.com,Gois1961,604-515-9209,11/25/1961,"Floor broker","Audio Visions"
Justin,Worrall,"Fort Saskatchewan",Alberta,Canada,JustinJWorrall@cuvox.de,Frosuld,780-998-1682,6/18/1989,"Conference planner","Red Food"
Amy,Snyder,Montreal,Quebec,Canada,AmyJSnyder@fleckens.hu,Sest2002,514-718-6040,10/30/2002,"Lodging manager",Opticomp
Judy,Benavides,"Owen Sound",Ontario,Canada,JudySBenavides@rhyta.com,Enis1959,519-377-0989,8/24/1959,Photogrammetrist,"Reliable Investments"
Norma,McKinney,Toronto,Ontario,Canada,NormaAMcKinney@fleckens.hu,Aras1957,647-828-6440,5/20/1957,"Supply manager","Giant Open Air"
Ruth,Beres,Kamloops,"British Columbia",Canada,RuthJBeres@rhyta.com,Arans1980,250-554-6387,3/27/1980,Stereotyper,Luria's
Richard,Dunkelberger,"Meadow Lake",Saskatchewan,Canada,RichardJDunkelberger@superrito.com,Graccer,306-240-3598,9/23/1993,"Front desk receptionist","Magik Grey"
Gary,Silva,"New Westminster","British Columbia",Canada,GarySSilva@dayrep.com,Cring1988,604-522-4197,1/3/1988,"Aerospace engineering and operations technician",Isaly's
Timothy,Powers,Halifax,"Nova Scotia",Canada,TimothyKPowers@dayrep.com,Publy1938,902-448-4856,6/24/1938,Coach,"National Lumber"
Luisa,Jones,Hespeler,Ontario,Canada,LuisaDJones@jourrapide.com,Sposee,519-241-8640,8/26/1967,"Short-order cook","Fragrant Flower Lawn Services"
Christopher,Pritchard,Vauxhall,Alberta,Canada,ChristopherPPritchard@einrot.com,Peade1959,403-654-2950,3/20/1959,"School bus driver","Children's Palace"
Armando,Davis,Hinton,Alberta,Canada,ArmandoJDavis@gustr.com,Sainest,780-865-9073,9/5/1986,Gerontologist,"Hugh M. Woods"
Manuel,Thompson,Innisfree,Alberta,Canada,ManuelKThompson@jourrapide.com,Sheetty,780-592-7525,4/12/1978,"Cash manager","Listen Up"
Roderick,Murphy,Drummondville,Quebec,Canada,RoderickJMurphy@superrito.com,Prolead,819-390-1178,4/12/1999,"Poultry farmer",Opti-Tek
Susan,Dorr,Toronto,Ontario,Canada,SusanLDorr@teleworm.us,Insch1992,416-535-7613,11/12/1992,Janitor,"Personal & Corporate Design"
Moises,Norman,Calgary,Alberta,Canada,MoisesMNorman@einrot.com,Aredle,403-226-2879,12/5/1992,"Social work assistant","Home Centers"
Matthew,Miller,Toronto,Ontario,Canada,MatthewCMiller@rhyta.com,Conarthery,416-507-0680,4/28/1958,"Management consultant",LaBelle's
Lori,Wise,Milton,Ontario,Canada,LoriKWise@fleckens.hu,Incents,905-875-5618,7/16/1993,"Aircraft electrician","Burger Chef"
David,Wolters,Toronto,Ontario,Canada,DavidAWolters@superrito.com,Liaxoreated,416-201-5171,5/24/2000,"Data processing equipment repairer",Megatronic
Minnie,Race,Calgary,Alberta,Canada,MinnieJRace@armyspy.com,Poliose69,403-685-0348,11/24/1969,"Automotive mechanic","Kessel Food Market"
Rose,Watkins,Halifax,"Nova Scotia",Canada,RoseSWatkins@jourrapide.com,Stabou,902-449-6268,3/23/2001,"Broadcast field supervisor","Fit Tonic"
Richard,Fulton,Orillia,Ontario,Canada,RichardBFulton@fleckens.hu,Aulty1999,705-345-4812,6/12/1999,"Bartender helper","Pro Star"
Chris,Smith,Quebec,Quebec,Canada,ChrisPSmith@jourrapide.com,Miturie,418-640-4414,5/4/1999,"Organizational economist","Pup 'N' Taco"
Phillip,Hernandez,"Port Hardy","British Columbia",Canada,PhillipLHernandez@jourrapide.com,Theramer90,250-969-1151,2/8/1990,"Keypunch technician","Alert Alarm Company"
Charles,Dailey,Toronto,Ontario,Canada,CharlesRDailey@einrot.com,Brome1941,416-485-4447,11/5/1941,"Orthotics technician","Old America Stores"
Dean,Woody,"St Hyacinthe",Quebec,Canada,DeanHWoody@teleworm.us,Comereaver93,450-278-2922,9/7/1993,"Benefits director",Bettendorf's
Joseph,Weeks,"Thunder Bay",Ontario,Canada,JosephDWeeks@rhyta.com,Donsporbets,807-625-4222,4/27/1948,"Concrete paving machine operator","Childrens Bargain Town"
Raul,Demaria,Beaverlodge,Alberta,Canada,RaulPDemaria@dayrep.com,Somptince,780-354-9784,6/24/1982,"Community outreach worker","Hills Supermarkets"
John,Gerhard,Montreal,Quebec,Canada,JohnKGerhard@jourrapide.com,Tirs1982,514-940-1204,7/15/1982,"Molding, coremaking, and casting machine tender","Sky High Financial Advice"
Douglas,Starkey,Chase,"British Columbia",Canada,DouglasMStarkey@teleworm.us,Anduck,250-679-2112,12/4/1960,"Political analyst","Sholl's Colonial Cafeteria"
Lillian,Hansen,Edmonton,Alberta,Canada,LillianEHansen@armyspy.com,Didle2001,780-690-5262,11/18/2001,"Dermatology nurse","Helios Air"
Leon,Waterman,Vancouver,"British Columbia",Canada,LeonSWaterman@fleckens.hu,Beekese,604-263-3170,1/18/1995,"Line installer","Sammy's Record Shack"
Leslie,Flowers,Norwich,Ontario,Canada,LeslieMFlowers@superrito.com,Sall1980,519-863-7659,5/15/1980,"Braille clerk","Lionel Playworld"
Donald,Zucker,Rutland,"British Columbia",Canada,DonaldKZucker@superrito.com,Rusy1986,250-765-9692,6/24/1986,Photojournalist,Huyler's
Brent,Schade,"Zenon Park",Saskatchewan,Canada,BrentASchade@teleworm.us,Makicheme1992,306-767-1999,11/16/1992,"Assistant principal","Olympic Sports"
Alvin,Rouse,Calgary,Alberta,Canada,AlvinTRouse@superrito.com,Saterring1976,403-813-5126,8/4/1976,"Physical meteorologist","Cal Stereo"
Sylvester,Flowers,"Riviere Heva",Quebec,Canada,SylvesterRFlowers@gustr.com,Trum1942,819-735-9885,1/26/1942,"Floor installer",Henry's
Michael,Jones,"Duck Lake",Saskatchewan,Canada,MichaelRJones@teleworm.us,Beenting,306-467-6060,6/6/1975,Surgeons,"Alladin's Lamp"
Monique,Reeves,Huntsville,Ontario,Canada,MoniqueRReeves@superrito.com,Buthe1991,705-783-2786,8/27/1991,"Office and administrative support worker supervisor","Castle Realty"
Meagan,Anguiano,Montreal,Quebec,Canada,MeaganJAnguiano@fleckens.hu,Beeirekee,514-487-6396,5/24/1995,Ergonomist,"Best Products"
Dave,Brindley,Montreal,Quebec,Canada,DaveBBrindley@superrito.com,Appich03,514-607-5559,7/16/2003,"Golf course architect","Best Products"
Richard,Larson,Montreal,Quebec,Canada,RichardJLarson@armyspy.com,Sabighter,514-235-2505,6/11/1950,"Crane and tower operator","Prahject Planner"
Oscar,Perez,Lethbridge,Alberta,Canada,OscarJPerez@cuvox.de,Froneam,403-394-0700,1/12/1961,"Labor training manager",Merrymaking
Ralph,Brunson,Paris,Ontario,Canada,RalphMBrunson@cuvox.de,Thomenjobts,519-442-4086,9/12/1972,"Prepress technician",Lazysize
Robert,Carrasco,Langley,"British Columbia",Canada,RobertCCarrasco@superrito.com,Hest1991,604-825-5853,5/6/1991,"Merchandise manager","Sports Town USA"
Willia,Escobedo,Forestville,Quebec,Canada,WilliaJEscobedo@superrito.com,Thavie,418-586-2316,10/2/1964,"Occupational health and safety technician","Integra Investment Service"
Sharon,Collins,"Medicine Hat",Alberta,Canada,SharonPCollins@teleworm.us,Quithe,403-529-4729,4/15/1995,"Recruitment manager","Nelson Brothers"
Carrie,Ramirez,Oshawa,Ontario,Canada,CarrieDRamirez@cuvox.de,Bardead,905-809-7727,12/12/1989,Blaster,"Destiny Realty"
John,Hayes,Nanaimo,"British Columbia",Canada,JohnCHayes@cuvox.de,Famen1940,250-210-7705,1/31/1940,"Personnel administrator",Klopfenstein's
Anna,Wright,London,Ontario,Canada,AnnaSWright@gustr.com,Theressuard,519-672-5342,8/7/1992,Assembler,"Castro Convertibles"
William,Tyler,Vegreville,Alberta,Canada,WilliamKTyler@einrot.com,Thasuppeas,780-207-4518,9/8/1968,"Skin care specialist","Pearl Architectural Design"
Jennifer,Fairfax,Victoria,"Prince Edward Island",Canada,JenniferJFairfax@jourrapide.com,Therstand,902-856-7734,4/13/1981,"Technical support specialist","Miller & Rhoads"
Gregory,Brown,Toronto,Ontario,Canada,GregoryPBrown@teleworm.us,Baccomithe,416-481-4047,1/9/1976,"Case management aide","Sew-Fro Fabrics"
Mary,Boswell,Toronto,Ontario,Canada,MaryJBoswell@fleckens.hu,Thanted1954,416-662-0118,6/24/1954,"Credit reporter","The Warner Brothers Store"
Teresa,Hunter,"Sault Ste Marie",Ontario,Canada,TeresaJHunter@superrito.com,Bregivers,705-941-3493,5/10/1948,"Clerical specialist","King Carol"
John,Dunn,Qikiqtarjuaq,Nunavut,Canada,JohnCDunn@teleworm.us,Somew1995,867-927-5953,11/9/1995,"Building manager","Tower Records"
John,Irving,Shubenacadie,"Nova Scotia",Canada,JohnRIrving@fleckens.hu,Satterign1940,902-236-1421,11/6/1940,Photoengraver,"Target Realty"
Ashley,Delatorre,Edmonton,Alberta,Canada,AshleyDDelatorre@gustr.com,Pockeplithe,780-454-3498,4/4/1988,"Regional planner",Kent's
Josephine,Cox,Vancouver,"British Columbia",Canada,JosephineRCox@einrot.com,Tacept,778-855-5118,1/2/1952,"Two-stroke engine mechanic","Standard Brands Paint Company"
Rudolph,Elliott,"Owen Sound",Ontario,Canada,RudolphGElliott@gustr.com,Wastoods1978,519-387-4044,5/18/1978,"Pesticide vegetation",Gottschalks
Luke,Donahue,"St Felicien",Quebec,Canada,LukeLDonahue@rhyta.com,Dideentele,418-218-6564,5/20/1967,"DEA agent","Nutri G"
